id,path,model_id
f7ba3d83-0579-4ace-beec-235050e55849,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_26_07_2024-15_40_00/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
ef9ec803-1315-48c4-9b2b-1fac7c048f49,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_29_07_2024-23_47_30/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
9292ec09-2d63-4413-9a54-03e28721913f,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_29_07_2024-23_49_44/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
e89b329a-4010-4058-b48a-f07b296df3fe,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_29_07_2024-23_50_05/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
424148a3-3f33-4810-969c-ab9c8a732693,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_03_40/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
2fc85fae-0703-48db-bd3f-d8fc8a6ff1de,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_04_54/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
4fb31a67-6b73-4b45-827e-27a3814bcbcc,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_05_09/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
23fae8c3-319a-4de4-98a6-105c457b53a1,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_23_17/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
ef6cf5bd-0c35-4389-b4d6-22decf4c0526,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_24_27/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
c1a9b632-de08-4dc9-8a83-c26b56e1df9b,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_24_48/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
da5060c3-083a-41dc-8132-9469c1586794,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_25_55/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
6af60bdd-519e-484b-8400-bc6ec30e608b,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/single_simulation_30_07_2024-00_26_54/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
