id,path,model_id
03aeff46-c6ce-4ca1-9be8-e7201baac2a5,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-15_53_13/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
03da2c1c-a3b3-4a7e-8404-04e960e7d32f,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-16_16_02/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
76d5eb64-f18c-4fb9-b3c2-25a1d7fbee9b,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-23_29_46/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
f6977a9e-3d13-4992-876d-fc423f1d372e,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-23_30_46/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
6a908afb-c7f2-410b-b001-b6935fdf1bda,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-23_33_30/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
b0930514-78ce-4315-8207-cc4f33feda5d,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-23_39_04/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
6b98c795-425c-4b97-800f-9e3a800e78d1,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-23_40_25/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
f72ebb80-a78d-4ba5-b34f-2e11cbf04b35,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_26_07_2024-23_51_01/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
3c5329db-7f52-4fe1-b59d-f334b9d46ed7,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_27_07_2024-00_01_11/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
8dc5b880-7674-4059-a1fe-753001d9e542,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_27_07_2024-00_07_20/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
8a771637-2452-415b-a3e3-70d2434c4856,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_27_07_2024-00_09_23/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
282a6da4-53b3-444e-aae1-7f113d6e656f,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_27_07_2024-00_38_20/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
39684d17-fba7-45ff-a8e2-260cb8055db0,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_27_07_2024-00_39_30/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
42776eac-25bc-410b-8c0a-76ebc92be40f,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_27_07_2024-00_40_53/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
5eedaee9-b10b-4fd1-b7e0-0fe94b89b393,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_27_07_2024-00_42_04/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
ce8c7389-c2c9-47c3-8239-b5bfb859e4a2,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_27_07_2024-00_44_25/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
eb1b051c-ea7a-4f7a-99c1-4e2341d9a48d,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_27_07_2024-00_45_48/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
387c27b9-ff11-44b7-93f1-018860e7d114,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_27_07_2024-21_26_16/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
7e839989-70d5-4bfd-92b0-e54ae189f690,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_27_07_2024-21_28_52/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
f1bc07ab-311a-430a-8004-f1f9b30e8945,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_27_07_2024-22_13_20/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
1a81fc4c-7215-46c8-9918-7f91169ffa04,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_28_07_2024-09_45_57/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
260d7120-51cd-4dae-a772-509374677f23,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_29_07_2024-12_03_55/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
ae0a479f-6610-4ab3-b1e3-ce522f922d9d,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_29_07_2024-12_38_58/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
7851894f-4ee4-4c22-8b34-69fd6537c35e,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_30_07_2024-16_50_46/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
f1c7e1a1-6068-43d1-ba13-fa37007be768,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_30_07_2024-17_00_38/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
4d633781-bffe-47ab-bb77-cce6c1ea4a5b,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_30_07_2024-17_30_59/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
f33b923c-bcf6-401a-87a4-a416acc2aafb,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_30_07_2024-17_36_55/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
5ece5c5a-79c1-47bb-8530-81a024d82105,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_1.0e00713a-4f68-42d4-9653-2a40c98c558f/calibration_30_07_2024-19_04_55/results/results.json,0e00713a-4f68-42d4-9653-2a40c98c558f
b4b0899f-f1e4-4154-8bf4-c583cc1ee0b1,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_31_07_2024-10_55_56/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
5d1d3de2-9fe2-449f-929d-552df2080667,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_31_07_2024-20_59_08/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
6810ebb2-5341-4aa9-8919-0f9ce7d36ebc,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_31_07_2024-21_00_08/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
11503e01-15a4-42ea-bec6-14992b11b427,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_02_08_2024-14_30_08/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
7bf95eb9-e2e6-45f9-a750-d5864505969b,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_02_08_2024-14_34_34/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
f2a52a0c-95ae-45f0-8d69-766144c6ffdd,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_02_08_2024-14_45_31/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
21dc41df-a895-485a-b2fa-0858a2a8e936,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_02_08_2024-14_47_18/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
fd041655-f091-4840-9d3f-4da67f10fcb3,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_02_08_2024-14_48_15/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
93c7f06b-9ebb-428c-99e3-b2cee2da693b,/home/gazi/Desktop/Work/custom_packages/aivalanche/aivalanche_app/src/aivalanche_app/data_store/projects/project_1.gazi.5ce9039e-e488-419b-92e8-c95a713c4994/models/model_2.56cfac8c-1f3f-4b64-a430-1a9784a775be/calibration_02_08_2024-14_49_45/results/results.json,56cfac8c-1f3f-4b64-a430-1a9784a775be
